"Street","City","State","Zip","Price","SqFt","Acreage","Beds","Baths","geoadd","Latitude","Longitude","CheckAddDuplicate"
"1194 Laurel Hill Dr","Decatur","GA",30033,2100,1450,0.3,3,2,"1194 Laurel Hill Dr, Decatur, GA 30033",33.8140049,-84.2818845,FALSE
"2823 Ponderosa Cir ","Decatur","GA",30033,2950,2250,0,4,3.5,"2823 Ponderosa Cir , Decatur, GA 30033",33.8304291,-84.273247,FALSE
"1159 Millennium Park Rd","Decatur","GA",30033,3650,2255,0,3,3.5,"1159 Millennium Park Rd, Decatur, GA 30033",33.8098056,-84.3035565,FALSE
"B35 2805th Expy","Atlanta","GA",30345,1300,528,0,1,1,"B35 2805th Expy, Atlanta, GA 30345",33.860733,-84.292053,FALSE
"2300 Fisher Trl","Atlanta","GA",30345,2500,2142,0.9,4,3,"2300 Fisher Trl, Atlanta, GA 30345",33.8503036,-84.2997724,FALSE
"3547 Old Chamblee Tucker Rd","Doraville","GA",30340,1400,850,0,2,1,"3547 Old Chamblee Tucker Rd, Doraville, GA 30340",33.8842395,-84.2440553,FALSE
"3091 Colonial Way ","Atlanta","GA",30341,1650,888,0,1,1,"3091 Colonial Way , Atlanta, GA 30341",33.8674259,-84.2814526,FALSE
"2997 Hilltop Dr","Atlanta","GA",30341,2699,1400,0.3,3,2,"2997 Hilltop Dr, Atlanta, GA 30341",33.875855,-84.2903562,FALSE
"3165 Clairebrooke Ave","Atlanta","GA",30341,4000,2400,0,4,3.5,"3165 Clairebrooke Ave, Atlanta, GA 30341",33.8813406,-84.282629,FALSE
"2411 Magnolia Springs Ct","Atlanta","GA",30345,2950,2198,0,3,3,"2411 Magnolia Springs Ct, Atlanta, GA 30345",33.8551911,-84.259877,FALSE
"3161 Clairebrooke Ave","Atlanta","GA",30341,4000,2400,0,4,3.5,"3161 Clairebrooke Ave, Atlanta, GA 30341",33.8813406,-84.282629,FALSE
"3318 Northcrest Rd ","Atlanta","GA",30340,2650,2022,0,4,3,"3318 Northcrest Rd , Atlanta, GA 30340",33.8865573,-84.249508,FALSE
"3163 Clairebrooke Ave","Atlanta","GA",30341,4000,2400,0,4,3.5,"3163 Clairebrooke Ave, Atlanta, GA 30341",33.8813406,-84.282629,FALSE
"2997 Whispering Hills Ct","Atlanta","GA",30341,1950,1224,1,3,2,"2997 Whispering Hills Ct, Atlanta, GA 30341",33.8748046,-84.2846886,FALSE
"3463 Aztec Rd","Atlanta","GA",30340,2600,1763,0.4,4,2,"3463 Aztec Rd, Atlanta, GA 30340",33.8918983,-84.2699973,FALSE
"3541 Old Chamblee Tucker Rd ","Atlanta","GA",30340,1700,840,0,2,1,"3541 Old Chamblee Tucker Rd , Atlanta, GA 30340",33.8852672,-84.2441994,FALSE
"3101 Colonial Way","Atlanta","GA",30341,1600,960,40.89,2,1.5,"3101 Colonial Way, Atlanta, GA 30341",33.8681507,-84.2797458,FALSE
"3541 Old Chamblee Tucker Rd","Atlanta","GA",30340,1700,870,0,2,1,"3541 Old Chamblee Tucker Rd, Atlanta, GA 30340",33.8852672,-84.2441994,FALSE
"2412 Peachwood Cir NE ","Atlanta","GA",30345,1850,1116,0,2,1.5,"2412 Peachwood Cir NE , Atlanta, GA 30345",33.8573556,-84.2900468,FALSE
"3186 Kings Arms Ct","Atlanta","GA",30345,3100,3375,0,4,2.5,"3186 Kings Arms Ct, Atlanta, GA 30345",33.8579393,-84.2582312,FALSE
"2805 Northeast Expy ","Atlanta","GA",30345,1500,528,0,1,1,"2805 Northeast Expy , Atlanta, GA 30345",33.860518,-84.2908703,FALSE
"4607 Buford Hwy","Atlanta","GA",30341,3500,1340,0,4,1.5,"4607 Buford Hwy, Atlanta, GA 30341",33.875723,-84.2931985,FALSE
"3296 N Embry Cir","Atlanta","GA",30341,3200,2450,0.4,4,2.5,"3296 N Embry Cir, Atlanta, GA 30341",33.8852047,-84.2605764,FALSE
"2720 Rangewood Dr NE","Atlanta","GA",30345,9000,3600,0,4,3,"2720 Rangewood Dr NE, Atlanta, GA 30345",33.8657688,-84.2616667,FALSE
"2395 Peachwood Cir NE","Atlanta","GA",30345,1775,NA,0,3,2,"2395 Peachwood Cir NE, Atlanta, GA 30345",33.8574174,-84.2908837,FALSE
"2811 Hawthorne Dr NE","Atlanta","GA",30345,5500,8000,0,6,6,"2811 Hawthorne Dr NE, Atlanta, GA 30345",33.8657813,-84.2792522,FALSE
"2790 Glenbriar Dr","Atlanta","GA",30345,2300,2059,0.5,3,2,"2790 Glenbriar Dr, Atlanta, GA 30345",33.8544433,-84.2755916,FALSE
"2805 NE Expy NE ","Atlanta","GA",30345,1475,528,0,1,1,"2805 NE Expy NE , Atlanta, GA 30345",33.8402158,-84.3140149,FALSE
"3096 Ascot Ct","Atlanta","GA",30341,1950,1250,0.3,3,2,"3096 Ascot Ct, Atlanta, GA 30341",33.8798101,-84.2791289,FALSE
"3097 Colonial Way ","Atlanta","GA",30341,1450,888,0,1,1.5,"3097 Colonial Way , Atlanta, GA 30341",33.8674934,-84.2800954,FALSE
"2402 Rhineland Ct","Atlanta","GA",30345,2500,1353,0.4,3,2,"2402 Rhineland Ct, Atlanta, GA 30345",33.8555761,-84.3019515,FALSE
"2352 Arrow Cir","Atlanta","GA",30341,2200,1292,2.3,3,2,"2352 Arrow Cir, Atlanta, GA 30341",33.8720509,-84.292659,FALSE
"4906 Happy Hollow Rd","Dunwoody","GA",30360,2880,2198,0.4,4,2.5,"4906 Happy Hollow Rd, Dunwoody, GA 30360",33.9418952,-84.2851746,FALSE
"407 Dunbar Dr","Atlanta","GA",30338,2145,1314,0,2,2,"407 Dunbar Dr, Atlanta, GA 30338",33.92614,-84.2997361,FALSE
"3993 Forrest Ct","Atlanta","GA",30341,2610,1044,0,3,2,"3993 Forrest Ct, Atlanta, GA 30341",33.9101826,-84.2938309,FALSE
"3065 Thornbury Trce","Doraville","GA",30360,2150,1500,0,3,2.5,"3065 Thornbury Trce, Doraville, GA 30360",33.9431328,-84.2725477,FALSE
"4047 Elm St","Atlanta","GA",30341,1800,1312,0,2,2.5,"4047 Elm St, Atlanta, GA 30341",33.912126,-84.297563,FALSE
"3750 Oxford Cir","Doraville","GA",30340,2995,2000,0,3,3.5,"3750 Oxford Cir, Doraville, GA 30340",33.902841,-84.2652099,FALSE
"4139 Torver Ln","Chamblee","GA",30341,3600,2248,0,3,3.5,"4139 Torver Ln, Chamblee, GA 30341",33.9150446,-84.2983577,FALSE
"3262 Oakcliff Rd","Atlanta","GA",30340,2100,1580,0.3,4,1.5,"3262 Oakcliff Rd, Atlanta, GA 30340",33.9094949,-84.2560917,FALSE
"6996 Kingswood Run Dr","Doraville","GA",30340,2500,1615,0,2,3,"6996 Kingswood Run Dr, Doraville, GA 30340",33.9186878,-84.2541909,FALSE
"2210 Spring Walk Ct","Atlanta","GA",30341,2400,1500,0,3,3.5,"2210 Spring Walk Ct, Atlanta, GA 30341",33.913125,-84.297696,FALSE
"4324 E Kings Point Cir","Atlanta","GA",30338,3950,3247,0.5,4,3,"4324 E Kings Point Cir, Atlanta, GA 30338",33.92419,-84.2943244,FALSE
"917 Dunbar Dr","Dunwoody","GA",30338,1500,600,0,1,1,"917 Dunbar Dr, Dunwoody, GA 30338",33.926899,-84.301863,FALSE
"240 Lake Dr","Doraville","GA",30340,4900,100,0.32,3,2,"240 Lake Dr, Doraville, GA 30340",33.9168534,-84.2481089,FALSE
"2300 Peachford Rd ","Atlanta","GA",30338,2300,NA,0,2,2,"2300 Peachford Rd , Atlanta, GA 30338",33.9283225,-84.2982306,FALSE
"1003 Dunbar Dr ","Atlanta","GA",30338,1675,1002,0,1,1,"1003 Dunbar Dr , Atlanta, GA 30338",33.927082,-84.30216,FALSE
"4874 Happy Hollow Rd","Dunwoody","GA",30360,2800,2001,0.4,4,2.5,"4874 Happy Hollow Rd, Dunwoody, GA 30360",33.9409057,-84.2844344,FALSE
"601 Cypress Pointe St","Johns Creek","GA",30022,1595,880,0,2,2,"601 Cypress Pointe St, Johns Creek, GA 30022",33.989188,-84.267428,FALSE
"6369 Holcomb Way ","Norcross","GA",30092,1560,1700,0,2,2.5,"6369 Holcomb Way , Norcross, GA 30092",33.9535307,-84.2469155,FALSE
"6369 Holcomb Way ","Norcross","GA",30092,1545,1700,0,2,2.5,"6369 Holcomb Way , Norcross, GA 30092",33.9535307,-84.2469155,TRUE
"3660 Madrid Cir ","Peachtree Corners","GA",30092,2300,1700,0,3,2.5,"3660 Madrid Cir , Peachtree Corners, GA 30092",33.959567,-84.244777,FALSE
"5247 Waterford Dr","Atlanta","GA",30338,3100,2650,0.4,4,3,"5247 Waterford Dr, Atlanta, GA 30338",33.9547684,-84.2884646,FALSE
"130 Colony Ridge Dr","Johns Creek","GA",30022,2800,2006,0,3,2.5,"130 Colony Ridge Dr, Johns Creek, GA 30022",33.9918129,-84.2665007,FALSE
"4052 Glen Meadow Dr","Norcross","GA",30092,3800,2818,1,5,3.5,"4052 Glen Meadow Dr, Norcross, GA 30092",33.9711438,-84.2508865,FALSE
"6519 Parton Ct ","Peachtree Corners","GA",30092,1700,1280,0,2,2.5,"6519 Parton Ct , Peachtree Corners, GA 30092",33.9497876,-84.2513597,FALSE
"6495 Bannor Ln","Peachtree Corners","GA",30092,1480,1240,0,2,2.5,"6495 Bannor Ln, Peachtree Corners, GA 30092",33.9503911,-84.2508042,FALSE
"220 Saint Andrews Ct","Johns Creek","GA",30022,1850,950,0,3,2,"220 Saint Andrews Ct, Johns Creek, GA 30022",33.9877656,-84.2668988,FALSE
"1117 Sandy Lane Dr ","Alpharetta","GA",30022,1720,998,0,2,2,"1117 Sandy Lane Dr , Alpharetta, GA 30022",33.989188,-84.267428,FALSE
"3835 Spalding Bluff Dr","Norcross","GA",30092,3595,3342,0.34,5,4.5,"3835 Spalding Bluff Dr, Norcross, GA 30092",33.9676005,-84.2470389,FALSE
"607 Cypress Pointe St","Johns Creek","GA",30022,1795,950,0,3,2,"607 Cypress Pointe St, Johns Creek, GA 30022",33.989188,-84.267428,FALSE
"8255 Habersham Waters Rd","Sandy Springs","GA",30350,5000,4752,1.05,5,5.5,"8255 Habersham Waters Rd, Sandy Springs, GA 30350",33.9829442,-84.3017048,FALSE
"6354 Views Trce","Peachtree Corners","GA",30092,2395,1690,0,4,3,"6354 Views Trce, Peachtree Corners, GA 30092",33.9555537,-84.246079,FALSE
"901 Wentworth Ct","Johns Creek","GA",30022,1800,950,0,3,2,"901 Wentworth Ct, Johns Creek, GA 30022",33.989188,-84.267428,FALSE
"9165 Nesbit Ferry Rd ","Alpharetta","GA",30022,1950,1486,0,3,2.5,"9165 Nesbit Ferry Rd , Alpharetta, GA 30022",34.0012584,-84.2741314,FALSE
"85 Birch Rill Dr","Alpharetta","GA",30022,1967,1268,0,3,2,"85 Birch Rill Dr, Alpharetta, GA 30022",34.0369442,-84.2714371,FALSE
"124 Weatherburne Dr ","Roswell","GA",30076,2400,2300,0,2,2.5,"124 Weatherburne Dr , Roswell, GA 30076",34.0238818,-84.3021571,FALSE
"9950 Autry Vue Ln","Johns Creek","GA",30022,3100,2750,0,4,2.5,"9950 Autry Vue Ln, Johns Creek, GA 30022",34.0250049,-84.249796,FALSE
"510 Wood Valley Trce","Roswell","GA",30076,3000,2674,0.29,5,3,"510 Wood Valley Trce, Roswell, GA 30076",34.0203679,-84.2974699,FALSE
"130 Forrest View Ter","Johns Creek","GA",30022,2295,1520,0.25,3,2,"130 Forrest View Ter, Johns Creek, GA 30022",34.0293784,-84.2663772,FALSE
"10535 Colony Glen Dr","Johns Creek","GA",30022,2800,1844,0,3,2,"10535 Colony Glen Dr, Johns Creek, GA 30022",34.0374472,-84.2431705,FALSE
"300 Stable Ln","Johns Creek","GA",30022,2100,1456,0,3,2,"300 Stable Ln, Johns Creek, GA 30022",34.0355201,-84.2432322,FALSE
"9675 Brumbelow Rd","Johns Creek","GA",30022,2700,1348,0.99,3,2,"9675 Brumbelow Rd, Johns Creek, GA 30022",34.0152892,-84.2633123,FALSE
"260 Preston Oaks Dr","Johns Creek","GA",30022,2600,1774,0,3,2.5,"260 Preston Oaks Dr, Johns Creek, GA 30022",34.0208177,-84.2586015,FALSE
"440 Barrington Dr W","Roswell","GA",30076,6000,2200,0.29,4,2.5,"440 Barrington Dr W, Roswell, GA 30076",34.0271597,-84.2991985,FALSE
"580 Olde Lauren Ct","Alpharetta","GA",30022,3000,2818,0.36,4,2.5,"580 Olde Lauren Ct, Alpharetta, GA 30022",34.0322656,-84.2520181,FALSE
"325 Banbury Xing","Alpharetta","GA",30009,6500,2656,0,4,4,"325 Banbury Xing, Alpharetta, GA 30009",34.072185,-84.2891842,FALSE
"1965 Nocturne Dr ","Alpharetta","GA",30009,3200,1508,0,3,2,"1965 Nocturne Dr , Alpharetta, GA 30009",34.0537791,-84.3019721,FALSE
"325 Wittenridge Ct","Alpharetta","GA",30022,2399,1313,0,3,3,"325 Wittenridge Ct, Alpharetta, GA 30022",34.0522448,-84.2600827,FALSE
"126 Sterling Ct","Alpharetta","GA",30004,1575,1250,0,2,2,"126 Sterling Ct, Alpharetta, GA 30004",34.0805655,-84.2808317,FALSE
"10900 Wittenridge Dr ","Alpharetta","GA",30022,2120,1218,0,2,2.5,"10900 Wittenridge Dr , Alpharetta, GA 30022",34.0496983,-84.2596882,FALSE
"12000 Stone Brook Cv","Alpharetta","GA",30009,2800,1800,0,3,3.5,"12000 Stone Brook Cv, Alpharetta, GA 30009",34.0745782,-84.2769078,FALSE
"1113 Woodland Ln","Alpharetta","GA",30009,2500,1780,0,3,2.5,"1113 Woodland Ln, Alpharetta, GA 30009",34.0745869,-84.2739116,FALSE
"870 Highmeade Dr","Alpharetta","GA",30005,3400,2334,0.26,3,3,"870 Highmeade Dr, Alpharetta, GA 30005",34.0652505,-84.2423886,FALSE
"11339 Musette Cir","Alpharetta","GA",30009,2995,2448,0,3,2.5,"11339 Musette Cir, Alpharetta, GA 30009",34.056094,-84.30089,FALSE
"200 Woodhaven Way ","Alpharetta","GA",30009,2795,2074,0,3,2.5,"200 Woodhaven Way , Alpharetta, GA 30009",34.0613222,-84.2929213,FALSE
"1015 Sterling Ln","Alpharetta","GA",30022,3995,3124,0,5,4,"1015 Sterling Ln, Alpharetta, GA 30022",34.0515258,-84.2665212,FALSE
"9034 Woodland Trl","Alpharetta","GA",30009,4000,2800,0,5,4.5,"9034 Woodland Trl, Alpharetta, GA 30009",34.0731666,-84.2745221,FALSE
"533 Burton Dr","Alpharetta","GA",30009,4000,1900,0,3,2.5,"533 Burton Dr, Alpharetta, GA 30009",34.0675028,-84.294879,FALSE
"10900 Wittenridge Dr","Alpharetta","GA",30022,1850,1218,0,2,2.5,"10900 Wittenridge Dr, Alpharetta, GA 30022",34.0496983,-84.2596882,FALSE
"11085 Kimball Crest Dr","Alpharetta","GA",30022,3500,2862,0,4,3,"11085 Kimball Crest Dr, Alpharetta, GA 30022",34.0492936,-84.2572438,FALSE
"845 Highmeade Dr","Alpharetta","GA",30005,3200,2538,0,4,3,"845 Highmeade Dr, Alpharetta, GA 30005",34.0646844,-84.2437261,FALSE
"585 Duval Dr","Alpharetta","GA",30009,3375,2005,0,3,2.5,"585 Duval Dr, Alpharetta, GA 30009",34.0528513,-84.2944807,FALSE
"11650 Vista Forest Dr","Alpharetta","GA",30005,3500,2269,1,4,2.5,"11650 Vista Forest Dr, Alpharetta, GA 30005",34.0643494,-84.2462982,FALSE
"318 Burgess Walk","Alpharetta","GA",30009,5200,2229,0,4,3.5,"318 Burgess Walk, Alpharetta, GA 30009",34.0678006,-84.2952726,FALSE
"111 John Christopher Dr","Alpharetta","GA",30009,3100,1298,0.72,3,2,"111 John Christopher Dr, Alpharetta, GA 30009",34.0870204,-84.285771,FALSE
"871 3rd St","Alpharetta","GA",30009,5900,2490,0,3,3.5,"871 3rd St, Alpharetta, GA 30009",34.0721163,-84.2786995,FALSE
"137 Sterling Ct","Alpharetta","GA",30009,1700,1450,0,2,2.5,"137 Sterling Ct, Alpharetta, GA 30009",34.080621,-84.280884,FALSE
"5201 Village Green Way","Alpharetta","GA",30009,2400,1224,0,2,2,"5201 Village Green Way, Alpharetta, GA 30009",34.075843,-84.284368,FALSE
"10900 Wittenridge Dr ","Alpharetta","GA",30022,1850,1218,0,2,2.5,"10900 Wittenridge Dr , Alpharetta, GA 30022",34.0496983,-84.2596882,TRUE
"521 Burton Dr","Alpharetta","GA",30009,4000,1989,0,3,2.5,"521 Burton Dr, Alpharetta, GA 30009",34.0675028,-84.294879,FALSE
"2898 Webb Bridge Rd ","Alpharetta","GA",30009,1600,NA,0,2,2.5,"2898 Webb Bridge Rd , Alpharetta, GA 30009",34.0769179,-84.275359,FALSE
"2252 Tenor Ln","Alpharetta","GA",30009,3100,2612,0,4,3.5,"2252 Tenor Ln, Alpharetta, GA 30009",34.0536853,-84.2996554,FALSE
"11210 Wittenridge Dr","Alpharetta","GA",30022,2395,1440,0,3,2.5,"11210 Wittenridge Dr, Alpharetta, GA 30022",34.0536325,-84.2600827,FALSE
"837 Ivy Vine Pl","Milton","GA",30004,2700,1824,0,4,3.5,"837 Ivy Vine Pl, Milton, GA 30004",34.0992477,-84.2602473,FALSE
"720 Avening Ct","Milton","GA",30004,1900,1028,0,2,2,"720 Avening Ct, Milton, GA 30004",34.1040525,-84.2619752,FALSE
"7011 Somerset Cir","Alpharetta","GA",30004,1850,1456,0,2,2,"7011 Somerset Cir, Alpharetta, GA 30004",34.086996,-84.28019,FALSE
"3271 Avensong Village Cir","Milton","GA",30004,2295,1460,0,3,2.5,"3271 Avensong Village Cir, Milton, GA 30004",34.1055644,-84.2627981,FALSE
"12872 Deer Park Ln","Milton","GA",30004,2800,2800,0,4,4,"12872 Deer Park Ln, Milton, GA 30004",34.0944827,-84.2658836,FALSE
"1080 Township Cir","Alpharetta","GA",30004,2350,1560,0,3,2.5,"1080 Township Cir, Alpharetta, GA 30004",34.1320208,-84.241977,FALSE
"3543 Peacock Rd","Milton","GA",30004,2799,2400,0,5,4,"3543 Peacock Rd, Milton, GA 30004",34.1052208,-84.2572383,FALSE
"13232 Warrensville Cv","Milton","GA",30004,2650,2319,0,3,2.5,"13232 Warrensville Cv, Milton, GA 30004",34.1022925,-84.2474916,FALSE
"2615 Vintage Dr","Alpharetta","GA",30009,3800,2536,0,4,3,"2615 Vintage Dr, Alpharetta, GA 30009",34.08935,-84.2936329,FALSE
"611 Greencrest Ln","Milton","GA",30004,2700,2000,0,4,3.5,"611 Greencrest Ln, Milton, GA 30004",34.0978308,-84.2605353,FALSE
"550 Turlington Pl","Alpharetta","GA",30004,4200,2866,0,4,3.5,"550 Turlington Pl, Alpharetta, GA 30004",34.1106962,-84.2492611,FALSE
"3523 Peacock Rd","Milton","GA",30004,3140,2394,0,3,3.5,"3523 Peacock Rd, Milton, GA 30004",34.1051982,-84.2580636,FALSE
"2465 Lunetta Ln","Alpharetta","GA",30004,5900,2376,0,4,2.5,"2465 Lunetta Ln, Alpharetta, GA 30004",34.0947843,-84.287272,FALSE
"3450 Bethany Bnd","Milton","GA",30004,3190,1800,1,3,2,"3450 Bethany Bnd, Milton, GA 30004",34.1101627,-84.2591775,FALSE
"1379 Thornborough Dr","Alpharetta","GA",30004,2150,1722,0,3,3.5,"1379 Thornborough Dr, Alpharetta, GA 30004",34.1066145,-84.2487815,FALSE
"844 Ivy Vine Way","Milton","GA",30004,2680,2200,0,4,3.5,"844 Ivy Vine Way, Milton, GA 30004",34.0994852,-84.261389,FALSE
"3190 Serenade Ct","Milton","GA",30004,2700,1588,0,3,2.5,"3190 Serenade Ct, Milton, GA 30004",34.109702,-84.2646288,FALSE
"520 Alstonefield Dr","Milton","GA",30004,2685,2071,0,3,2.5,"520 Alstonefield Dr, Milton, GA 30004",34.110596,-84.2656779,FALSE
"217 Edinburgh Ct","Milton","GA",30004,2050,1627,0,2,2.5,"217 Edinburgh Ct, Milton, GA 30004",34.100675,-84.266202,FALSE
"1365 Thornborough Dr","Alpharetta","GA",30004,2375,2008,0,3,3.5,"1365 Thornborough Dr, Alpharetta, GA 30004",34.1070075,-84.2489216,FALSE
"3365 Bethany Bnd","Alpharetta","GA",30004,4950,2000,0,4,2.5,"3365 Bethany Bnd, Alpharetta, GA 30004",34.1111611,-84.2610701,FALSE
"3176 Genesis Way","Milton","GA",30004,2572,1548,0,3,3,"3176 Genesis Way, Milton, GA 30004",34.1023722,-84.2707892,FALSE
"13353 Marrywood Ct","Milton","GA",30004,2400,1750,0,3,2.5,"13353 Marrywood Ct, Milton, GA 30004",34.1057166,-84.2716428,FALSE
"916 Bendleton Trce","Alpharetta","GA",30004,2000,1386,0,3,3,"916 Bendleton Trce, Alpharetta, GA 30004",34.1063673,-84.2465863,FALSE
"3345 Deer Valley Dr","Milton","GA",30004,3200,1584,0,4,4,"3345 Deer Valley Dr, Milton, GA 30004",34.1117879,-84.2626682,FALSE
"1390 Thornborough Dr","Alpharetta","GA",30004,2495,2008,0,3,3.5,"1390 Thornborough Dr, Alpharetta, GA 30004",34.106236,-84.2491068,FALSE
"931 Prestwyck Ct","Alpharetta","GA",30004,1850,1386,0,3,3,"931 Prestwyck Ct, Alpharetta, GA 30004",34.1071869,-84.2465039,FALSE
"3211 Avensong Village Cir","Milton","GA",30004,2300,1432,0,3,2,"3211 Avensong Village Cir, Milton, GA 30004",34.106246,-84.2632403,FALSE
"1320 Thornborough Dr","Alpharetta","GA",30004,2295,1902,0,3,3.5,"1320 Thornborough Dr, Alpharetta, GA 30004",34.1067759,-84.2481397,FALSE
"3311 Avensong Village Cir","Milton","GA",30004,2200,1386,0,3,2.5,"3311 Avensong Village Cir, Milton, GA 30004",34.1051629,-84.2625512,FALSE
"3463 Flamingo Ln","Milton","GA",30004,2950,2200,0,4,3,"3463 Flamingo Ln, Milton, GA 30004",34.1063686,-84.2588016,FALSE
"1095 Krobot Way","Milton","GA",30004,4300,4509,0,5,5,"1095 Krobot Way, Milton, GA 30004",34.1250268,-84.2642997,FALSE
"327 Saint Claire Dr","Alpharetta","GA",30004,2595,2080,0,3,2.5,"327 Saint Claire Dr, Alpharetta, GA 30004",34.1327189,-84.2448578,FALSE
"2031 Reflective Waters Rd","Villa Rica","GA",30180,2300,3162,0.33,5,3,"2031 Reflective Waters Rd, Villa Rica, GA 30180",33.7349765,-84.8769675,FALSE
"303 Millpond Pkwy","Villa Rica","GA",30180,2195,2670,0.25,4,2.5,"303 Millpond Pkwy, Villa Rica, GA 30180",33.7121282,-84.8836432,FALSE
"1010 Rolling Meadows Rd","Villa Rica","GA",30180,1895,2168,0,3,2.5,"1010 Rolling Meadows Rd, Villa Rica, GA 30180",33.73685,-84.8748914,FALSE
"2736 Nautical Way","Villa Rica","GA",30180,2195,1877,0,4,3,"2736 Nautical Way, Villa Rica, GA 30180",33.7325649,-84.8965853,FALSE
"244 Alton Cir","Villa Rica","GA",30180,1899,1233,0,3,2,"244 Alton Cir, Villa Rica, GA 30180",33.7243155,-84.9194099,FALSE
"5014 Serenity Point Ln","Villa Rica","GA",30180,2095,2286,0,3,2.5,"5014 Serenity Point Ln, Villa Rica, GA 30180",33.7356869,-84.8720416,FALSE
"414 Erin Ct","Villa Rica","GA",30180,1695,1704,0,3,2.5,"414 Erin Ct, Villa Rica, GA 30180",33.723415,-84.921118,FALSE
"150 Millwheel Dr","Villa Rica","GA",30180,1750,1252,0.36,3,2,"150 Millwheel Dr, Villa Rica, GA 30180",33.7115258,-84.888039,FALSE
"146 Alton Cir","Villa Rica","GA",30180,1725,1656,0,3,2.5,"146 Alton Cir, Villa Rica, GA 30180",33.725367,-84.919298,FALSE
"2491 Napa Valley Dr","Villa Rica","GA",30180,2095,2209,0,4,2.5,"2491 Napa Valley Dr, Villa Rica, GA 30180",33.752082,-84.868307,FALSE
"1017 Rolling Meadows Rd","Villa Rica","GA",30180,2100,1948,0,3,2.5,"1017 Rolling Meadows Rd, Villa Rica, GA 30180",33.7361594,-84.8755631,FALSE
"2022 Dartmoth Way","Villa Rica","GA",30180,2599,2404,0,4,2.5,"2022 Dartmoth Way, Villa Rica, GA 30180",33.7327651,-84.8898297,FALSE
"1034 Sycamore Ln","Villa Rica","GA",30180,2195,2416,0,4,2.5,"1034 Sycamore Ln, Villa Rica, GA 30180",33.7506895,-84.893696,FALSE
"2526 Sonoma Vall","Villa Rica","GA",30180,2460,2653,0,4,3,"2526 Sonoma Vall, Villa Rica, GA 30180",33.7493547,-84.8709017,FALSE
"10095 Harmon Springs Dr","Villa Rica","GA",30180,2195,1679,0,3,2,"10095 Harmon Springs Dr, Villa Rica, GA 30180",33.7479992,-84.9002476,FALSE
"1012 S Creek Dr","Villa Rica","GA",30180,2245,2436,0,4,3,"1012 S Creek Dr, Villa Rica, GA 30180",33.7447688,-84.8789621,FALSE
"2010 Tiffany Ct","Villa Rica","GA",30180,2649,2884,0.28,4,3,"2010 Tiffany Ct, Villa Rica, GA 30180",33.7329193,-84.8746064,FALSE
"4026 Shaded Oasis Ln","Villa Rica","GA",30180,2345,2176,0,5,2.5,"4026 Shaded Oasis Ln, Villa Rica, GA 30180",33.7358813,-84.8725302,FALSE
"2020 Sweet Bay Dr","Villa Rica","GA",30180,2395,2466,0,4,2.5,"2020 Sweet Bay Dr, Villa Rica, GA 30180",33.749465,-84.8903995,FALSE
"1003 Sycamore Ln","Villa Rica","GA",30180,2089,1552,0,3,2,"1003 Sycamore Ln, Villa Rica, GA 30180",33.7502864,-84.8907861,FALSE
"3405 Cascade Trl","Villa Rica","GA",30180,1775,1892,0.59,3,2.5,"3405 Cascade Trl, Villa Rica, GA 30180",33.7101463,-84.8968295,FALSE
"2241 Corkscrew Way","Villa Rica","GA",30180,2239,2748,0,4,2.5,"2241 Corkscrew Way, Villa Rica, GA 30180",33.7489689,-84.8715734,FALSE
"2512 Sonoma Vall","Villa Rica","GA",30180,1849,1601,0,3,2,"2512 Sonoma Vall, Villa Rica, GA 30180",33.7505963,-84.8709221,FALSE
"2593 Grayton Loop","Villa Rica","GA",30180,2190,2465,0,4,2.5,"2593 Grayton Loop, Villa Rica, GA 30180",33.7341368,-84.8808753,FALSE
"1081 S Creek Dr","Villa Rica","GA",30180,2299,2468,0,4,2,"1081 S Creek Dr, Villa Rica, GA 30180",33.7471635,-84.8789621,FALSE
"1023 Sycamore Ln","Villa Rica","GA",30180,2465,3579,0,6,4,"1023 Sycamore Ln, Villa Rica, GA 30180",33.7502925,-84.8925158,FALSE
"2579 Grayton Loop","Villa Rica","GA",30180,2340,2346,0.3,4,2.5,"2579 Grayton Loop, Villa Rica, GA 30180",33.7336828,-84.8804276,FALSE
"2012 Reflective Waters Rd","Villa Rica","GA",30180,1869,1689,0,3,2.5,"2012 Reflective Waters Rd, Villa Rica, GA 30180",33.73397,-84.8768454,FALSE
"2029 Sweet Bay Dr","Villa Rica","GA",30180,2499,2516,0,4,2.5,"2029 Sweet Bay Dr, Villa Rica, GA 30180",33.7489694,-84.8910507,FALSE
"2636 Wood Cir ","Villa Rica","GA",30180,2695,2998,0,5,3.5,"2636 Wood Cir , Villa Rica, GA 30180",33.7580493,-84.9546788,FALSE
"2754 Nautical Way","Villa Rica","GA",30180,2099,2347,0,3,2.5,"2754 Nautical Way, Villa Rica, GA 30180",33.7328779,-84.8946726,FALSE
"3000 Summer Breeze Dr","Villa Rica","GA",30180,1950,1884,0,4,2.5,"3000 Summer Breeze Dr, Villa Rica, GA 30180",33.7368598,-84.8740772,FALSE
"162 Whetstone Way","Villa Rica","GA",30180,1839,1268,0,4,2,"162 Whetstone Way, Villa Rica, GA 30180",33.7135041,-84.8874285,FALSE
